"구분별","상태별","시점","인원[명]",
"울산","누적","2020. 03. 02","0",
"울산","누적","2020. 03. 04","0",
"울산","누적","2020. 03. 05","0",
"울산","누적","2020. 03. 06","0",
"울산","누적","2020. 03. 07","0",
"울산","누적","2020. 03. 08","0",
"울산","누적","2020. 03. 09","0",
"울산","누적","2020. 03. 10","0",
"울산","누적","2020. 03. 11","0",
"울산","누적","2020. 03. 12","0",
"울산","누적","2020. 03. 13","0",
"울산","누적","2020. 03. 14","0",
"울산","누적","2020. 03. 15","0",
"울산","누적","2020. 03. 16","0",
"울산","누적","2020. 03. 17","0",
"울산","누적","2020. 03. 18","0",
"울산","누적","2020. 03. 19","0",
"울산","누적","2020. 03. 20","0",
"울산","누적","2020. 03. 21","0",
"울산","누적","2020. 03. 22","0",
"울산","누적","2020. 03. 23","0",
"울산","누적","2020. 03. 24","0",
"울산","누적","2020. 03. 25","0",
"울산","누적","2020. 03. 26","0",
"울산","누적","2020. 03. 27","0",
"울산","누적","2020. 03. 28","0",
"울산","누적","2020. 03. 29","0",
"울산","누적","2020. 03. 30","0",
"울산","누적","2020. 03. 31","0",
"울산","누적","2020. 04. 01","1",
"울산","누적","2020. 04. 02","1",
"울산","누적","2020. 04. 03","1",
"울산","누적","2020. 04. 04","1",
"울산","누적","2020. 04. 05","1",
"울산","누적","2020. 04. 06","1",
"울산","누적","2020. 04. 07","1",
"울산","누적","2020. 04. 08","1",
"울산","누적","2020. 04. 09","1",
"울산","누적","2020. 04. 10","1",
"울산","누적","2020. 04. 11","1",
"울산","누적","2020. 04. 12","1",
"울산","누적","2020. 04. 13","1",
"울산","누적","2020. 04. 14","1",
"울산","누적","2020. 04. 15","1",
"울산","누적","2020. 04. 16","1",
"울산","누적","2020. 04. 17","1",
"울산","누적","2020. 04. 18","1",
"울산","누적","2020. 04. 19","1",
"울산","누적","2020. 04. 20","1",
"울산","누적","2020. 04. 21","1",
"울산","누적","2020. 04. 22","1",
"울산","누적","2020. 04. 23","1",
"울산","누적","2020. 04. 24","1",
"울산","누적","2020. 04. 25","1",
"울산","누적","2020. 04. 26","1",
"울산","누적","2020. 04. 27","1",
"울산","누적","2020. 04. 28","1",
"울산","누적","2020. 04. 29","1",
"울산","누적","2020. 04. 30","1",
"울산","누적","2020. 05. 01","1",
"울산","누적","2020. 05. 02","1",
"울산","누적","2020. 05. 03","1",
"울산","누적","2020. 05. 04","1",
"울산","누적","2020. 05. 05","1",
"울산","누적","2020. 05. 06","1",
"울산","누적","2020. 05. 07","1",
"울산","누적","2020. 05. 08","1",
"울산","누적","2020. 05. 09","1",
"울산","누적","2020. 05. 10","1",
"울산","누적","2020. 05. 11","1",
"울산","누적","2020. 05. 12","1",
"울산","누적","2020. 05. 13","1",
"울산","누적","2020. 05. 14","1",
"울산","누적","2020. 05. 15","1",
"울산","누적","2020. 05. 16","1",
"울산","누적","2020. 05. 17","1",
"울산","누적","2020. 05. 18","1",
"울산","누적","2020. 05. 19","1",
"울산","누적","2020. 05. 20","1",
"울산","누적","2020. 05. 21","1",
"울산","누적","2020. 05. 22","1",
"울산","누적","2020. 05. 23","1",
"울산","누적","2020. 05. 24","1",
"울산","누적","2020. 05. 25","1",
"울산","누적","2020. 05. 26","1",
"울산","누적","2020. 05. 27","1",
"울산","누적","2020. 05. 28","1",
"울산","누적","2020. 05. 29","1",
"울산","누적","2020. 05. 30","1",
"울산","누적","2020. 05. 31","1",
"울산","누적","2020. 06. 01","1",
"울산","누적","2020. 06. 02","1",
"울산","누적","2020. 06. 03","1",
"울산","누적","2020. 06. 04","1",
"울산","누적","2020. 06. 05","1",
"울산","누적","2020. 06. 06","1",
"울산","누적","2020. 06. 07","1",
"울산","누적","2020. 06. 08","1",
"울산","누적","2020. 06. 09","1",
"울산","누적","2020. 06. 10","1",
"울산","누적","2020. 06. 11","1",
"울산","누적","2020. 06. 12","1",
"울산","누적","2020. 06. 13","1",
"울산","누적","2020. 06. 14","1",
"울산","누적","2020. 06. 15","1",
"울산","누적","2020. 06. 16","1",
"울산","누적","2020. 06. 17","1",
"울산","누적","2020. 06. 18","1",
"울산","누적","2020. 06. 19","1",
"울산","누적","2020. 06. 20","1",
"울산","누적","2020. 06. 21","1",
"울산","누적","2020. 06. 22","1",
"울산","누적","2020. 06. 23","1",
"울산","누적","2020. 06. 24","1",
"울산","누적","2020. 06. 25","1",
"울산","누적","2020. 06. 26","1",
"울산","누적","2020. 06. 27","1",
"울산","누적","2020. 06. 28","1",
"울산","누적","2020. 06. 29","1",
"울산","누적","2020. 06. 30","1",
"울산","누적","2020. 07. 01","1",
"울산","누적","2020. 07. 02","1",
"울산","누적","2020. 07. 03","1",
"울산","누적","2020. 07. 04","1",
"울산","누적","2020. 07. 05","1",
"울산","누적","2020. 07. 06","1",
"울산","누적","2020. 07. 07","1",
"울산","누적","2020. 07. 08","1",
"울산","누적","2020. 07. 09","1",
"울산","누적","2020. 07. 10","1",
"울산","누적","2020. 07. 11","1",
"울산","누적","2020. 07. 12","1",
"울산","누적","2020. 07. 13","1",
"울산","누적","2020. 07. 14","1",
"울산","누적","2020. 07. 15","1",
"울산","누적","2020. 07. 16","1",
"울산","누적","2020. 07. 17","1",
"울산","누적","2020. 07. 18","1",
"울산","누적","2020. 07. 19","1",
"울산","누적","2020. 07. 20","1",
"울산","누적","2020. 07. 21","1",
"울산","누적","2020. 07. 22","1",
"울산","누적","2020. 07. 23","1",
"울산","누적","2020. 07. 24","1",
"울산","누적","2020. 07. 25","1",
"울산","누적","2020. 07. 26","1",
"울산","누적","2020. 07. 27","1",
"울산","누적","2020. 07. 28","1",
"울산","누적","2020. 07. 29","1",
"울산","누적","2020. 07. 30","1",
"울산","누적","2020. 07. 31","1",
"울산","누적","2020. 08. 01","1",
"울산","누적","2020. 08. 02","1",
"울산","누적","2020. 08. 03","1",
"울산","누적","2020. 08. 04","1",
"울산","누적","2020. 08. 05","1",
"울산","누적","2020. 08. 06","1",
"울산","누적","2020. 08. 07","1",
"울산","누적","2020. 08. 08","1",
"울산","누적","2020. 08. 09","1",
"울산","누적","2020. 08. 10","1",
"울산","누적","2020. 08. 11","1",
"울산","누적","2020. 08. 12","1",
"울산","누적","2020. 08. 13","1",
"울산","누적","2020. 08. 14","1",
"울산","누적","2020. 08. 15","1",
"울산","누적","2020. 08. 16","1",
"울산","누적","2020. 08. 17","1",
"울산","누적","2020. 08. 18","1",
"울산","누적","2020. 08. 19","1",
"울산","누적","2020. 08. 20","1",
"울산","누적","2020. 08. 21","1",
"울산","누적","2020. 08. 22","1",
"울산","누적","2020. 08. 23","1",
"울산","누적","2020. 08. 24","1",
"울산","누적","2020. 08. 25","1",
"울산","누적","2020. 08. 26","1",
"울산","누적","2020. 08. 27","1",
"울산","누적","2020. 08. 28","1",
"울산","누적","2020. 08. 29","1",
"울산","누적","2020. 08. 30","1",
"울산","누적","2020. 08. 31","1",
"울산","누적","2020. 09. 01","1",
"울산","누적","2020. 09. 02","1",
"울산","누적","2020. 09. 03","1",
"울산","누적","2020. 09. 04","1",
"울산","누적","2020. 09. 05","1",
"울산","누적","2020. 09. 06","1",
"울산","누적","2020. 09. 07","1",
"울산","누적","2020. 09. 08","1",
"울산","누적","2020. 09. 09","1",
"울산","누적","2020. 09. 10","1",
"울산","누적","2020. 09. 11","1",
"울산","누적","2020. 09. 12","1",
"울산","누적","2020. 09. 13","1",
"울산","누적","2020. 09. 14","1",
"울산","누적","2020. 09. 15","1",
"울산","누적","2020. 09. 16","1",
"울산","누적","2020. 09. 17","1",
"울산","누적","2020. 09. 18","1",
"울산","누적","2020. 09. 19","2",
"울산","누적","2020. 09. 20","2",
"울산","누적","2020. 09. 21","2",
"울산","누적","2020. 09. 22","2",
"울산","누적","2020. 09. 23","2",
"울산","누적","2020. 09. 24","2",
"울산","누적","2020. 09. 25","2",
"울산","누적","2020. 09. 26","2",
"울산","누적","2020. 09. 27","2",
"울산","누적","2020. 09. 28","2",
"울산","누적","2020. 09. 29","2",
"울산","누적","2020. 09. 30","2",
"울산","누적","2020. 10. 01","2",
"울산","누적","2020. 10. 02","2",
"울산","누적","2020. 10. 03","2",
"울산","누적","2020. 10. 04","2",
"울산","누적","2020. 10. 05","2",
"울산","누적","2020. 10. 06","2",
"울산","누적","2020. 10. 07","2",
"울산","누적","2020. 10. 08","2",
"울산","누적","2020. 10. 09","2",
"울산","누적","2020. 10. 10","2",
"울산","누적","2020. 10. 11","2",
"울산","누적","2020. 10. 12","2",
"울산","누적","2020. 10. 13","2",
"울산","누적","2020. 10. 14","2",
"울산","누적","2020. 10. 15","2",
"울산","누적","2020. 10. 16","2",
"울산","누적","2020. 10. 17","2",
"울산","누적","2020. 10. 18","2",
"울산","누적","2020. 10. 19","2",
"울산","누적","2020. 10. 20","2",
"울산","누적","2020. 10. 21","2",
"울산","누적","2020. 10. 22","2",
"울산","누적","2020. 10. 23","2",
"울산","누적","2020. 10. 24","2",
"울산","누적","2020. 10. 25","2",
"울산","누적","2020. 10. 26","2",
"울산","누적","2020. 10. 27","2",
"울산","누적","2020. 10. 28","2",
"울산","누적","2020. 10. 29","2",
"울산","누적","2020. 10. 30","2",
"울산","누적","2020. 10. 31","2",
"울산","누적","2020. 11. 01","2",
"울산","누적","2020. 11. 02","2",
"울산","누적","2020. 11. 03","2",
"울산","누적","2020. 11. 04","2",
"울산","누적","2020. 11. 05","2",
"울산","누적","2020. 11. 06","2",
"울산","누적","2020. 11. 07","2",
"울산","누적","2020. 11. 08","2",
"울산","누적","2020. 11. 09","2",
"울산","누적","2020. 11. 10","2",
"울산","누적","2020. 11. 11","2",
"세종","해외유입","2020. 03. 02","",
"세종","해외유입","2020. 03. 04","",
"세종","해외유입","2020. 03. 05","",
"세종","해외유입","2020. 03. 06","",
"세종","해외유입","2020. 03. 07","",
"세종","해외유입","2020. 03. 08","",
"세종","해외유입","2020. 03. 09","",
"세종","해외유입","2020. 03. 10","",
"세종","해외유입","2020. 03. 11","",
"세종","해외유입","2020. 03. 12","",
"세종","해외유입","2020. 03. 13","",
"세종","해외유입","2020. 03. 14","",
"세종","해외유입","2020. 03. 15","",
"세종","해외유입","2020. 03. 16","",
"세종","해외유입","2020. 03. 17","",
"세종","해외유입","2020. 03. 18","",
"세종","해외유입","2020. 03. 19","",
"세종","해외유입","2020. 03. 20","",
"세종","해외유입","2020. 03. 21","",
"세종","해외유입","2020. 03. 22","",
"세종","해외유입","2020. 03. 23","",
"세종","해외유입","2020. 03. 24","",
"세종","해외유입","2020. 03. 25","",
"세종","해외유입","2020. 03. 26","",
"세종","해외유입","2020. 03. 27","",
"세종","해외유입","2020. 03. 28","",
"세종","해외유입","2020. 03. 29","",
"세종","해외유입","2020. 03. 30","",
"세종","해외유입","2020. 03. 31","",
"세종","해외유입","2020. 04. 01","",
"세종","해외유입","2020. 04. 02","",
"세종","해외유입","2020. 04. 03","",
"세종","해외유입","2020. 04. 04","",
"세종","해외유입","2020. 04. 05","",
"세종","해외유입","2020. 04. 06","",
"세종","해외유입","2020. 04. 07","",
"세종","해외유입","2020. 04. 08","",
"세종","해외유입","2020. 04. 09","0",
"세종","해외유입","2020. 04. 10","0",
"세종","해외유입","2020. 04. 11","0",
"세종","해외유입","2020. 04. 12","0",
"세종","해외유입","2020. 04. 13","0",
"세종","해외유입","2020. 04. 14","0",
"세종","해외유입","2020. 04. 15","0",
"세종","해외유입","2020. 04. 16","0",
"세종","해외유입","2020. 04. 17","0",
"세종","해외유입","2020. 04. 18","0",
"세종","해외유입","2020. 04. 19","0",
"세종","해외유입","2020. 04. 20","0",
"세종","해외유입","2020. 04. 21","0",
"세종","해외유입","2020. 04. 22","0",
"세종","해외유입","2020. 04. 23","0",
"세종","해외유입","2020. 04. 24","0",
"세종","해외유입","2020. 04. 25","0",
"세종","해외유입","2020. 04. 26","0",
"세종","해외유입","2020. 04. 27","0",
"세종","해외유입","2020. 04. 28","0",
"세종","해외유입","2020. 04. 29","0",
"세종","해외유입","2020. 04. 30","0",
"세종","해외유입","2020. 05. 01","0",
"세종","해외유입","2020. 05. 02","0",
"세종","해외유입","2020. 05. 03","0",
"세종","해외유입","2020. 05. 04","0",
"세종","해외유입","2020. 05. 05","0",
"세종","해외유입","2020. 05. 06","0",
"세종","해외유입","2020. 05. 07","0",
"세종","해외유입","2020. 05. 08","0",
"세종","해외유입","2020. 05. 09","0",
"세종","해외유입","2020. 05. 10","0",
"세종","해외유입","2020. 05. 11","1",
"세종","해외유입","2020. 05. 12","0",
"세종","해외유입","2020. 05. 13","0",
"세종","해외유입","2020. 05. 14","0",
"세종","해외유입","2020. 05. 15","0",
"세종","해외유입","2020. 05. 16","0",
"세종","해외유입","2020. 05. 17","0",
"세종","해외유입","2020. 05. 18","0",
"세종","해외유입","2020. 05. 19","0",
"세종","해외유입","2020. 05. 20","0",
"세종","해외유입","2020. 05. 21","0",
"세종","해외유입","2020. 05. 22","0",
"세종","해외유입","2020. 05. 23","0",
"세종","해외유입","2020. 05. 24","0",
"세종","해외유입","2020. 05. 25","0",
"세종","해외유입","2020. 05. 26","0",
"세종","해외유입","2020. 05. 27","0",
"세종","해외유입","2020. 05. 28","0",
"세종","해외유입","2020. 05. 29","0",
"세종","해외유입","2020. 05. 30","0",
"세종","해외유입","2020. 05. 31","0",
"세종","해외유입","2020. 06. 01","0",
"세종","해외유입","2020. 06. 02","0",
"세종","해외유입","2020. 06. 03","0",
"세종","해외유입","2020. 06. 04","0",
"세종","해외유입","2020. 06. 05","0",
"세종","해외유입","2020. 06. 06","0",
"세종","해외유입","2020. 06. 07","0",
"세종","해외유입","2020. 06. 08","0",
"세종","해외유입","2020. 06. 09","0",
"세종","해외유입","2020. 06. 10","0",
"세종","해외유입","2020. 06. 11","0",
"세종","해외유입","2020. 06. 12","0",
"세종","해외유입","2020. 06. 13","0",
"세종","해외유입","2020. 06. 14","0",
"세종","해외유입","2020. 06. 15","0",
"세종","해외유입","2020. 06. 16","0",
"세종","해외유입","2020. 06. 17","0",
"세종","해외유입","2020. 06. 18","0",
"세종","해외유입","2020. 06. 19","0",
"세종","해외유입","2020. 06. 20","0",
"세종","해외유입","2020. 06. 21","0",
"세종","해외유입","2020. 06. 22","0",
"세종","해외유입","2020. 06. 23","0",
"세종","해외유입","2020. 06. 24","0",
"세종","해외유입","2020. 06. 25","0",
"세종","해외유입","2020. 06. 26","0",
"세종","해외유입","2020. 06. 27","0",
"세종","해외유입","2020. 06. 28","0",
"세종","해외유입","2020. 06. 29","0",
"세종","해외유입","2020. 06. 30","1",
"세종","해외유입","2020. 07. 01","0",
"세종","해외유입","2020. 07. 02","0",
"세종","해외유입","2020. 07. 03","0",
"세종","해외유입","2020. 07. 04","0",
"세종","해외유입","2020. 07. 05","0",
"세종","해외유입","2020. 07. 06","0",
"세종","해외유입","2020. 07. 07","0",
"세종","해외유입","2020. 07. 08","0",
"세종","해외유입","2020. 07. 09","0",
"세종","해외유입","2020. 07. 10","0",
"세종","해외유입","2020. 07. 11","0",
"세종","해외유입","2020. 07. 12","0",
"세종","해외유입","2020. 07. 13","0",
"세종","해외유입","2020. 07. 14","0",
"세종","해외유입","2020. 07. 15","0",
"세종","해외유입","2020. 07. 16","0",
"세종","해외유입","2020. 07. 17","0",
"세종","해외유입","2020. 07. 18","0",
"세종","해외유입","2020. 07. 19","0",
"세종","해외유입","2020. 07. 20","0",
"세종","해외유입","2020. 07. 21","0",
"세종","해외유입","2020. 07. 22","0",
"세종","해외유입","2020. 07. 23","0",
"세종","해외유입","2020. 07. 24","0",
"세종","해외유입","2020. 07. 25","0",
"세종","해외유입","2020. 07. 26","0",
"세종","해외유입","2020. 07. 27","0",
"세종","해외유입","2020. 07. 28","0",
"세종","해외유입","2020. 07. 29","0",
"세종","해외유입","2020. 07. 30","0",
"세종","해외유입","2020. 07. 31","0",
"세종","해외유입","2020. 08. 01","0",
"세종","해외유입","2020. 08. 02","0",
"세종","해외유입","2020. 08. 03","0",
"세종","해외유입","2020. 08. 04","0",
"세종","해외유입","2020. 08. 05","0",
"세종","해외유입","2020. 08. 06","0",
"세종","해외유입","2020. 08. 07","0",
"세종","해외유입","2020. 08. 08","0",
"세종","해외유입","2020. 08. 09","0",
"세종","해외유입","2020. 08. 10","0",
"세종","해외유입","2020. 08. 11","0",
"세종","해외유입","2020. 08. 12","0",
"세종","해외유입","2020. 08. 13","0",
"세종","해외유입","2020. 08. 14","0",
"세종","해외유입","2020. 08. 15","0",
"세종","해외유입","2020. 08. 16","0",
"세종","해외유입","2020. 08. 17","0",
"세종","해외유입","2020. 08. 18","0",
"세종","해외유입","2020. 08. 19","1",
"세종","해외유입","2020. 08. 20","1",
"세종","해외유입","2020. 08. 21","0",
"세종","해외유입","2020. 08. 22","0",
"세종","해외유입","2020. 08. 23","0",
"세종","해외유입","2020. 08. 24","2",
"세종","해외유입","2020. 08. 25","0",
"세종","해외유입","2020. 08. 26","0",
"세종","해외유입","2020. 08. 27","0",
"세종","해외유입","2020. 08. 28","0",
"세종","해외유입","2020. 08. 29","0",
"세종","해외유입","2020. 08. 30","0",
"세종","해외유입","2020. 08. 31","0",
"세종","해외유입","2020. 09. 01","0",
"세종","해외유입","2020. 09. 02","0",
"세종","해외유입","2020. 09. 03","0",
"세종","해외유입","2020. 09. 04","0",
"세종","해외유입","2020. 09. 05","0",
"세종","해외유입","2020. 09. 06","0",
"세종","해외유입","2020. 09. 07","0",
"세종","해외유입","2020. 09. 08","0",
"세종","해외유입","2020. 09. 09","0",
"세종","해외유입","2020. 09. 10","0",
"세종","해외유입","2020. 09. 11","0",
"세종","해외유입","2020. 09. 12","0",
"세종","해외유입","2020. 09. 13","0",
"세종","해외유입","2020. 09. 14","0",
"세종","해외유입","2020. 09. 15","0",
"세종","해외유입","2020. 09. 16","0",
"세종","해외유입","2020. 09. 17","0",
"세종","해외유입","2020. 09. 18","0",
"세종","해외유입","2020. 09. 19","0",
"세종","해외유입","2020. 09. 20","0",
"세종","해외유입","2020. 09. 21","0",
"세종","해외유입","2020. 09. 22","1",
"세종","해외유입","2020. 09. 23","0",
"세종","해외유입","2020. 09. 24","3",
"세종","해외유입","2020. 09. 25","1",
"세종","해외유입","2020. 09. 26","0",
"세종","해외유입","2020. 09. 27","1",
"세종","해외유입","2020. 09. 28","0",
"세종","해외유입","2020. 09. 29","0",
"세종","해외유입","2020. 09. 30","0",
"세종","해외유입","2020. 10. 01","0",
"세종","해외유입","2020. 10. 02","0",
"세종","해외유입","2020. 10. 03","0",
"세종","해외유입","2020. 10. 04","0",
"세종","해외유입","2020. 10. 05","1",
"세종","해외유입","2020. 10. 06","0",
"세종","해외유입","2020. 10. 07","1",
"세종","해외유입","2020. 10. 08","0",
"세종","해외유입","2020. 10. 09","0",
"세종","해외유입","2020. 10. 10","0",
"세종","해외유입","2020. 10. 11","0",
"세종","해외유입","2020. 10. 12","0",
"세종","해외유입","2020. 10. 13","0",
"세종","해외유입","2020. 10. 14","0",
"세종","해외유입","2020. 10. 15","0",
"세종","해외유입","2020. 10. 16","0",
"세종","해외유입","2020. 10. 17","0",
"세종","해외유입","2020. 10. 18","0",
"세종","해외유입","2020. 10. 19","0",
"세종","해외유입","2020. 10. 20","0",
"세종","해외유입","2020. 10. 21","0",
"세종","해외유입","2020. 10. 22","0",
"세종","해외유입","2020. 10. 23","0",
"세종","해외유입","2020. 10. 24","0",
"세종","해외유입","2020. 10. 25","0",
"세종","해외유입","2020. 10. 26","1",
"세종","해외유입","2020. 10. 27","0",
"세종","해외유입","2020. 10. 28","0",
"세종","해외유입","2020. 10. 29","0",
"세종","해외유입","2020. 10. 30","0",
"세종","해외유입","2020. 10. 31","0",
"세종","해외유입","2020. 11. 01","0",
"세종","해외유입","2020. 11. 02","0",
"세종","해외유입","2020. 11. 03","0",
"세종","해외유입","2020. 11. 04","0",
"세종","해외유입","2020. 11. 05","0",
"세종","해외유입","2020. 11. 06","0",
"세종","해외유입","2020. 11. 07","0",
"세종","해외유입","2020. 11. 08","0",
"세종","해외유입","2020. 11. 09","0",
"세종","해외유입","2020. 11. 10","0",
"세종","해외유입","2020. 11. 11","0",
"세종","국내발생","2020. 03. 02","",
"세종","국내발생","2020. 03. 04","",
"세종","국내발생","2020. 03. 05","",
"세종","국내발생","2020. 03. 06","",
"세종","국내발생","2020. 03. 07","",
"세종","국내발생","2020. 03. 08","",
"세종","국내발생","2020. 03. 09","",
"세종","국내발생","2020. 03. 10","",
"세종","국내발생","2020. 03. 11","",
"세종","국내발생","2020. 03. 12","",
"세종","국내발생","2020. 03. 13","",
"세종","국내발생","2020. 03. 14","",
"세종","국내발생","2020. 03. 15","",
"세종","국내발생","2020. 03. 16","",
"세종","국내발생","2020. 03. 17","",
"세종","국내발생","2020. 03. 18","",
"세종","국내발생","2020. 03. 19","",
"세종","국내발생","2020. 03. 20","",
"세종","국내발생","2020. 03. 21","",
"세종","국내발생","2020. 03. 22","",
"세종","국내발생","2020. 03. 23","",
"세종","국내발생","2020. 03. 24","",
"세종","국내발생","2020. 03. 25","",
"세종","국내발생","2020. 03. 26","",
"세종","국내발생","2020. 03. 27","",
"세종","국내발생","2020. 03. 28","",
"세종","국내발생","2020. 03. 29","",
"세종","국내발생","2020. 03. 30","",
"세종","국내발생","2020. 03. 31","",
"세종","국내발생","2020. 04. 01","",
"세종","국내발생","2020. 04. 02","",
"세종","국내발생","2020. 04. 03","",
"세종","국내발생","2020. 04. 04","",
"세종","국내발생","2020. 04. 05","",
"세종","국내발생","2020. 04. 06","",
"세종","국내발생","2020. 04. 07","",
"세종","국내발생","2020. 04. 08","",
"세종","국내발생","2020. 04. 09","0",
"세종","국내발생","2020. 04. 10","0",
"세종","국내발생","2020. 04. 11","0",
"세종","국내발생","2020. 04. 12","0",
"세종","국내발생","2020. 04. 13","0",
"세종","국내발생","2020. 04. 14","0",
"세종","국내발생","2020. 04. 15","0",
"세종","국내발생","2020. 04. 16","0",
"세종","국내발생","2020. 04. 17","0",
"세종","국내발생","2020. 04. 18","0",
"세종","국내발생","2020. 04. 19","0",
"세종","국내발생","2020. 04. 20","0",
"세종","국내발생","2020. 04. 21","0",
"세종","국내발생","2020. 04. 22","0",
"세종","국내발생","2020. 04. 23","0",
"세종","국내발생","2020. 04. 24","0",
"세종","국내발생","2020. 04. 25","0",
"세종","국내발생","2020. 04. 26","0",
"세종","국내발생","2020. 04. 27","0",
"세종","국내발생","2020. 04. 28","0",
"세종","국내발생","2020. 04. 29","0",
"세종","국내발생","2020. 04. 30","0",
"세종","국내발생","2020. 05. 01","0",
"세종","국내발생","2020. 05. 02","0",
"세종","국내발생","2020. 05. 03","0",
"세종","국내발생","2020. 05. 04","0",
"세종","국내발생","2020. 05. 05","0",
"세종","국내발생","2020. 05. 06","0",
"세종","국내발생","2020. 05. 07","0",
"세종","국내발생","2020. 05. 08","0",
"세종","국내발생","2020. 05. 09","0",
"세종","국내발생","2020. 05. 10","0",
"세종","국내발생","2020. 05. 11","0",
"세종","국내발생","2020. 05. 12","0",
"세종","국내발생","2020. 05. 13","0",
"세종","국내발생","2020. 05. 14","0",
"세종","국내발생","2020. 05. 15","0",
"세종","국내발생","2020. 05. 16","0",
"세종","국내발생","2020. 05. 17","0",
"세종","국내발생","2020. 05. 18","0",
"세종","국내발생","2020. 05. 19","0",
"세종","국내발생","2020. 05. 20","0",
"세종","국내발생","2020. 05. 21","0",
"세종","국내발생","2020. 05. 22","0",
"세종","국내발생","2020. 05. 23","0",
"세종","국내발생","2020. 05. 24","0",
"세종","국내발생","2020. 05. 25","0",
"세종","국내발생","2020. 05. 26","0",
"세종","국내발생","2020. 05. 27","0",
"세종","국내발생","2020. 05. 28","0",
"세종","국내발생","2020. 05. 29","0",
"세종","국내발생","2020. 05. 30","0",
"세종","국내발생","2020. 05. 31","0",
"세종","국내발생","2020. 06. 01","0",
"세종","국내발생","2020. 06. 02","0",
"세종","국내발생","2020. 06. 03","0",
"세종","국내발생","2020. 06. 04","0",
"세종","국내발생","2020. 06. 05","0",
"세종","국내발생","2020. 06. 06","0",
"세종","국내발생","2020. 06. 07","0",
"세종","국내발생","2020. 06. 08","0",
"세종","국내발생","2020. 06. 09","0",
"세종","국내발생","2020. 06. 10","0",
"세종","국내발생","2020. 06. 11","0",
"세종","국내발생","2020. 06. 12","0",
"세종","국내발생","2020. 06. 13","0",
"세종","국내발생","2020. 06. 14","0",
"세종","국내발생","2020. 06. 15","0",
"세종","국내발생","2020. 06. 16","0",
"세종","국내발생","2020. 06. 17","0",
"세종","국내발생","2020. 06. 18","1",
"세종","국내발생","2020. 06. 19","0",
"세종","국내발생","2020. 06. 20","0",
"세종","국내발생","2020. 06. 21","1",
"세종","국내발생","2020. 06. 22","0",
"세종","국내발생","2020. 06. 23","0",
"세종","국내발생","2020. 06. 24","0",
"세종","국내발생","2020. 06. 25","0",
"세종","국내발생","2020. 06. 26","0",
"세종","국내발생","2020. 06. 27","0",
"세종","국내발생","2020. 06. 28","0",
"세종","국내발생","2020. 06. 29","0",
"세종","국내발생","2020. 06. 30","0",
"세종","국내발생","2020. 07. 01","0",
"세종","국내발생","2020. 07. 02","0",
"세종","국내발생","2020. 07. 03","0",
"세종","국내발생","2020. 07. 04","0",
"세종","국내발생","2020. 07. 05","0",
"세종","국내발생","2020. 07. 06","0",
"세종","국내발생","2020. 07. 07","0",
"세종","국내발생","2020. 07. 08","0",
"세종","국내발생","2020. 07. 09","0",
"세종","국내발생","2020. 07. 10","0",
"세종","국내발생","2020. 07. 11","0",
"세종","국내발생","2020. 07. 12","0",
"세종","국내발생","2020. 07. 13","0",
"세종","국내발생","2020. 07. 14","0",
"세종","국내발생","2020. 07. 15","0",
"세종","국내발생","2020. 07. 16","0",
"세종","국내발생","2020. 07. 17","0",
"세종","국내발생","2020. 07. 18","0",
"세종","국내발생","2020. 07. 19","0",
"세종","국내발생","2020. 07. 20","0",
"세종","국내발생","2020. 07. 21","0",
"세종","국내발생","2020. 07. 22","0",
"세종","국내발생","2020. 07. 23","0",
"세종","국내발생","2020. 07. 24","0",
"세종","국내발생","2020. 07. 25","0",
"세종","국내발생","2020. 07. 26","0",
"세종","국내발생","2020. 07. 27","0",
"세종","국내발생","2020. 07. 28","0",
"세종","국내발생","2020. 07. 29","0",
"세종","국내발생","2020. 07. 30","0",
"세종","국내발생","2020. 07. 31","0",
"세종","국내발생","2020. 08. 01","0",
"세종","국내발생","2020. 08. 02","0",
"세종","국내발생","2020. 08. 03","0",
"세종","국내발생","2020. 08. 04","0",
"세종","국내발생","2020. 08. 05","0",
"세종","국내발생","2020. 08. 06","0",
"세종","국내발생","2020. 08. 07","0",
"세종","국내발생","2020. 08. 08","0",
"세종","국내발생","2020. 08. 09","0",
"세종","국내발생","2020. 08. 10","0",
"세종","국내발생","2020. 08. 11","0",
"세종","국내발생","2020. 08. 12","0",
"세종","국내발생","2020. 08. 13","0",
"세종","국내발생","2020. 08. 14","0",
"세종","국내발생","2020. 08. 15","0",
"세종","국내발생","2020. 08. 16","0",
"세종","국내발생","2020. 08. 17","0",
"세종","국내발생","2020. 08. 18","0",
"세종","국내발생","2020. 08. 19","1",
"세종","국내발생","2020. 08. 20","0",
"세종","국내발생","2020. 08. 21","3",
"세종","국내발생","2020. 08. 22","1",
"세종","국내발생","2020. 08. 23","0",
"세종","국내발생","2020. 08. 24","1",
"세종","국내발생","2020. 08. 25","3",
"세종","국내발생","2020. 08. 26","0",
"세종","국내발생","2020. 08. 27","0",
"세종","국내발생","2020. 08. 28","2",
"세종","국내발생","2020. 08. 29","0",
"세종","국내발생","2020. 08. 30","1",
"세종","국내발생","2020. 08. 31","1",
"세종","국내발생","2020. 09. 01","0",
"세종","국내발생","2020. 09. 02","0",
"세종","국내발생","2020. 09. 03","0",
