"구분별","상태별","시점","인원[명]",
"80세 이상","누적","2020. 09. 06","858",
"80세 이상","누적","2020. 09. 07","860",
"80세 이상","누적","2020. 09. 08","863",
"80세 이상","누적","2020. 09. 09","869",
"80세 이상","누적","2020. 09. 10","880",
"80세 이상","누적","2020. 09. 11","897",
"80세 이상","누적","2020. 09. 12","901",
"80세 이상","누적","2020. 09. 13","901",
"80세 이상","누적","2020. 09. 14","908",
"80세 이상","누적","2020. 09. 15","910",
"80세 이상","누적","2020. 09. 16","914",
"80세 이상","누적","2020. 09. 17","918",
"80세 이상","누적","2020. 09. 18","923",
"80세 이상","누적","2020. 09. 19","929",
"80세 이상","누적","2020. 09. 20","929",
"80세 이상","누적","2020. 09. 21","934",
"80세 이상","누적","2020. 09. 22","935",
"80세 이상","누적","2020. 09. 23","940",
"80세 이상","누적","2020. 09. 24","949",
"80세 이상","누적","2020. 09. 25","959",
"80세 이상","누적","2020. 09. 26","959",
"80세 이상","누적","2020. 09. 27","961",
"80세 이상","누적","2020. 09. 28","965",
"80세 이상","누적","2020. 09. 29","969",
"80세 이상","누적","2020. 09. 30","971",
"80세 이상","누적","2020. 10. 01","975",
"80세 이상","누적","2020. 10. 02","979",
"80세 이상","누적","2020. 10. 03","982",
"80세 이상","누적","2020. 10. 04","988",
"80세 이상","누적","2020. 10. 05","992",
"80세 이상","누적","2020. 10. 06","994",
"80세 이상","누적","2020. 10. 07","999",
"80세 이상","누적","2020. 10. 08","1002",
"80세 이상","누적","2020. 10. 10","1008",
"80세 이상","누적","2020. 10. 11","1011",
"80세 이상","누적","2020. 10. 12","1013",
"80세 이상","누적","2020. 10. 13","1014",
"80세 이상","누적","2020. 10. 14","1016",
"80세 이상","누적","2020. 10. 15","1047",
"80세 이상","누적","2020. 10. 16","1049",
"80세 이상","누적","2020. 10. 17","1053",
"80세 이상","누적","2020. 10. 18","1054",
"80세 이상","누적","2020. 10. 19","1063",
"80세 이상","누적","2020. 10. 20","1064",
"80세 이상","누적","2020. 10. 21","1074",
"80세 이상","누적","2020. 10. 22","1082",
"80세 이상","누적","2020. 10. 23","1110",
"80세 이상","누적","2020. 10. 24","1115",
"80세 이상","누적","2020. 10. 25","1119",
"80세 이상","누적","2020. 10. 26","1123",
"80세 이상","누적","2020. 10. 27","1127",
"80세 이상","누적","2020. 10. 28","1132",
"80세 이상","누적","2020. 10. 29","1136",
"80세 이상","누적","2020. 10. 30","1140",
"80세 이상","누적","2020. 10. 31","1150",
"80세 이상","누적","2020. 11. 02","1157",
"80세 이상","누적","2020. 11. 03","1158",
"80세 이상","누적","2020. 11. 04","1163",
"80세 이상","누적","2020. 11. 05","1165",
"80세 이상","누적","2020. 11. 06","1170",
"80세 이상","누적","2020. 11. 07","1174",
"80세 이상","누적","2020. 11. 08","1183",
"80세 이상","누적","2020. 11. 09","1192",
"80세 이상","누적","2020. 11. 10","1197",
"80세 이상","신규","2020. 04. 02","",
"80세 이상","신규","2020. 04. 07","",
"80세 이상","신규","2020. 04. 08","3",
"80세 이상","신규","2020. 04. 09","4",
"80세 이상","신규","2020. 04. 10","1",
"80세 이상","신규","2020. 04. 11","0",
"80세 이상","신규","2020. 04. 12","1",
"80세 이상","신규","2020. 04. 13","1",
"80세 이상","신규","2020. 04. 14","3",
"80세 이상","신규","2020. 04. 15","0",
"80세 이상","신규","2020. 04. 16","4",
"80세 이상","신규","2020. 04. 17","1",
"80세 이상","신규","2020. 04. 18","1",
"80세 이상","신규","2020. 04. 19","0",
"80세 이상","신규","2020. 04. 20","1",
"80세 이상","신규","2020. 04. 21","0",
"80세 이상","신규","2020. 04. 22","0",
"80세 이상","신규","2020. 04. 23","1",
"80세 이상","신규","2020. 04. 24","0",
"80세 이상","신규","2020. 04. 25","0",
"80세 이상","신규","2020. 04. 26","1",
"80세 이상","신규","2020. 04. 27","1",
"80세 이상","신규","2020. 04. 28","0",
"80세 이상","신규","2020. 04. 29","2",
"80세 이상","신규","2020. 04. 30","0",
"80세 이상","신규","2020. 05. 01","0",
"80세 이상","신규","2020. 05. 02","2",
"80세 이상","신규","2020. 05. 03","0",
"80세 이상","신규","2020. 05. 04","0",
"80세 이상","신규","2020. 05. 05","2",
"80세 이상","신규","2020. 05. 06","0",
"80세 이상","신규","2020. 05. 07","0",
"80세 이상","신규","2020. 05. 08","0",
"80세 이상","신규","2020. 05. 09","0",
"80세 이상","신규","2020. 05. 10","0",
"80세 이상","신규","2020. 05. 11","0",
"80세 이상","신규","2020. 05. 12","2",
"80세 이상","신규","2020. 05. 13","1",
"80세 이상","신규","2020. 05. 14","0",
"80세 이상","신규","2020. 05. 15","0",
"80세 이상","신규","2020. 05. 16","2",
"80세 이상","신규","2020. 05. 17","0",
"80세 이상","신규","2020. 05. 18","0",
"80세 이상","신규","2020. 05. 19","0",
"80세 이상","신규","2020. 05. 20","0",
"80세 이상","신규","2020. 05. 21","1",
"80세 이상","신규","2020. 05. 23","",
"80세 이상","신규","2020. 05. 24","0",
"80세 이상","신규","2020. 05. 25","0",
"80세 이상","신규","2020. 05. 26","2",
"80세 이상","신규","2020. 05. 27","0",
"80세 이상","신규","2020. 05. 28","0",
"80세 이상","신규","2020. 05. 29","0",
"80세 이상","신규","2020. 05. 30","0",
"80세 이상","신규","2020. 05. 31","0",
"80세 이상","신규","2020. 06. 02","",
"80세 이상","신규","2020. 06. 03","0",
"80세 이상","신규","2020. 06. 04","0",
"80세 이상","신규","2020. 06. 05","0",
"80세 이상","신규","2020. 06. 06","0",
"80세 이상","신규","2020. 06. 07","0",
"80세 이상","신규","2020. 06. 08","0",
"80세 이상","신규","2020. 06. 09","1",
"80세 이상","신규","2020. 06. 10","2",
"80세 이상","신규","2020. 06. 11","0",
"80세 이상","신규","2020. 06. 12","0",
"80세 이상","신규","2020. 06. 13","0",
"80세 이상","신규","2020. 06. 14","0",
"80세 이상","신규","2020. 06. 16","",
"80세 이상","신규","2020. 06. 17","1",
"80세 이상","신규","2020. 06. 18","1",
"80세 이상","신규","2020. 06. 19","0",
"80세 이상","신규","2020. 06. 20","0",
"80세 이상","신규","2020. 06. 21","0",
"80세 이상","신규","2020. 06. 22","0",
"80세 이상","신규","2020. 06. 23","0",
"80세 이상","신규","2020. 06. 24","0",
"80세 이상","신규","2020. 06. 25","0",
"80세 이상","신규","2020. 06. 26","0",
"80세 이상","신규","2020. 06. 27","0",
"80세 이상","신규","2020. 06. 28","0",
"80세 이상","신규","2020. 06. 29","0",
"80세 이상","신규","2020. 06. 30","0",
"80세 이상","신규","2020. 07. 01","0",
"80세 이상","신규","2020. 07. 02","0",
"80세 이상","신규","2020. 07. 03","0",
"80세 이상","신규","2020. 07. 04","1",
"80세 이상","신규","2020. 07. 05","0",
"80세 이상","신규","2020. 07. 06","0",
"80세 이상","신규","2020. 07. 07","1",
"80세 이상","신규","2020. 07. 08","0",
"80세 이상","신규","2020. 07. 09","2",
"80세 이상","신규","2020. 07. 10","1",
"80세 이상","신규","2020. 07. 11","0",
"80세 이상","신규","2020. 07. 12","0",
"80세 이상","신규","2020. 07. 13","0",
"80세 이상","신규","2020. 07. 14","0",
"80세 이상","신규","2020. 07. 15","0",
"80세 이상","신규","2020. 07. 16","0",
"80세 이상","신규","2020. 07. 17","2",
"80세 이상","신규","2020. 07. 18","0",
"80세 이상","신규","2020. 07. 19","1",
"80세 이상","신규","2020. 07. 20","0",
"80세 이상","신규","2020. 07. 21","0",
"80세 이상","신규","2020. 07. 22","1",
"80세 이상","신규","2020. 07. 23","0",
"80세 이상","신규","2020. 07. 24","0",
"80세 이상","신규","2020. 07. 25","0",
"80세 이상","신규","2020. 07. 26","0",
"80세 이상","신규","2020. 07. 27","0",
"80세 이상","신규","2020. 07. 28","0",
"80세 이상","신규","2020. 07. 29","0",
"80세 이상","신규","2020. 07. 30","0",
"80세 이상","신규","2020. 07. 31","1",
"80세 이상","신규","2020. 08. 01","0",
"80세 이상","신규","2020. 08. 02","-53",
"80세 이상","신규","2020. 08. 03","53",
"80세 이상","신규","2020. 08. 04","0",
"80세 이상","신규","2020. 08. 05","1",
"80세 이상","신규","2020. 08. 06","0",
"80세 이상","신규","2020. 08. 07","1",
"80세 이상","신규","2020. 08. 08","1",
"80세 이상","신규","2020. 08. 09","0",
"80세 이상","신규","2020. 08. 10","0",
"80세 이상","신규","2020. 08. 11","0",
"80세 이상","신규","2020. 08. 12","0",
"80세 이상","신규","2020. 08. 13","0",
"80세 이상","신규","2020. 08. 14","0",
"80세 이상","신규","2020. 08. 15","0",
"80세 이상","신규","2020. 08. 16","0",
"80세 이상","신규","2020. 08. 17","0",
"80세 이상","신규","2020. 08. 18","0",
"80세 이상","신규","2020. 08. 19","0",
"80세 이상","신규","2020. 08. 20","1",
"80세 이상","신규","2020. 08. 21","0",
"80세 이상","신규","2020. 08. 22","0",
"80세 이상","신규","2020. 08. 23","0",
"80세 이상","신규","2020. 08. 24","0",
"80세 이상","신규","2020. 08. 25","1",
"80세 이상","신규","2020. 08. 26","2",
"80세 이상","신규","2020. 08. 27","0",
"80세 이상","신규","2020. 08. 28","3",
"80세 이상","신규","2020. 08. 29","3",
"80세 이상","신규","2020. 08. 30","1",
"80세 이상","신규","2020. 08. 31","0",
"80세 이상","신규","2020. 09. 01","0",
"80세 이상","신규","2020. 09. 02","1",
"80세 이상","신규","2020. 09. 03","2",
"80세 이상","신규","2020. 09. 04","1",
"80세 이상","신규","2020. 09. 05","2",
"80세 이상","신규","2020. 09. 06","0",
"80세 이상","신규","2020. 09. 07","1",
"80세 이상","신규","2020. 09. 08","3",
"80세 이상","신규","2020. 09. 09","2",
"80세 이상","신규","2020. 09. 10","1",
"80세 이상","신규","2020. 09. 11","2",
"80세 이상","신규","2020. 09. 12","3",
"80세 이상","신규","2020. 09. 13","0",
"80세 이상","신규","2020. 09. 14","4",
"80세 이상","신규","2020. 09. 15","3",
"80세 이상","신규","2020. 09. 16","0",
"80세 이상","신규","2020. 09. 17","5",
"80세 이상","신규","2020. 09. 18","1",
"80세 이상","신규","2020. 09. 19","1",
"80세 이상","신규","2020. 09. 20","0",
"80세 이상","신규","2020. 09. 21","4",
"80세 이상","신규","2020. 09. 22","0",
"80세 이상","신규","2020. 09. 23","0",
"80세 이상","신규","2020. 09. 24","1",
"80세 이상","신규","2020. 09. 25","0",
"80세 이상","신규","2020. 09. 26","2",
"80세 이상","신규","2020. 09. 27","1",
"80세 이상","신규","2020. 09. 28","2",
"80세 이상","신규","2020. 09. 29","0",
"80세 이상","신규","2020. 09. 30","3",
"80세 이상","신규","2020. 10. 01","0",
"80세 이상","신규","2020. 10. 02","1",
"80세 이상","신규","2020. 10. 03","1",
"80세 이상","신규","2020. 10. 04","0",
"80세 이상","신규","2020. 10. 05","0",
"80세 이상","신규","2020. 10. 06","0",
"80세 이상","신규","2020. 10. 07","3",
"80세 이상","신규","2020. 10. 08","1",
"80세 이상","신규","2020. 10. 10","",
"80세 이상","신규","2020. 10. 11","2",
"80세 이상","신규","2020. 10. 12","0",
"80세 이상","신규","2020. 10. 13","0",
"80세 이상","신규","2020. 10. 14","3",
"80세 이상","신규","2020. 10. 15","1",
"80세 이상","신규","2020. 10. 16","1",
"80세 이상","신규","2020. 10. 17","1",
"80세 이상","신규","2020. 10. 18","0",
"80세 이상","신규","2020. 10. 19","0",
"80세 이상","신규","2020. 10. 20","1",
"80세 이상","신규","2020. 10. 21","2",
"80세 이상","신규","2020. 10. 22","2",
"80세 이상","신규","2020. 10. 23","0",
"80세 이상","신규","2020. 10. 24","1",
"80세 이상","신규","2020. 10. 25","0",
"80세 이상","신규","2020. 10. 26","0",
"80세 이상","신규","2020. 10. 27","1",
"80세 이상","신규","2020. 10. 28","0",
"80세 이상","신규","2020. 10. 29","0",
"80세 이상","신규","2020. 10. 30","0",
"80세 이상","신규","2020. 10. 31","1",
"80세 이상","신규","2020. 11. 02","",
"80세 이상","신규","2020. 11. 03","1",
"80세 이상","신규","2020. 11. 04","1",
"80세 이상","신규","2020. 11. 05","1",
"80세 이상","신규","2020. 11. 06","0",
"80세 이상","신규","2020. 11. 07","1",
"80세 이상","신규","2020. 11. 08","1",
"80세 이상","신규","2020. 11. 09","1",
"80세 이상","신규","2020. 11. 10","3",
"80세 이상","누적","2020. 04. 02","82",
"80세 이상","누적","2020. 04. 07","93",
"80세 이상","누적","2020. 04. 08","96",
"80세 이상","누적","2020. 04. 09","100",
"80세 이상","누적","2020. 04. 10","101",
"80세 이상","누적","2020. 04. 11","101",
"80세 이상","누적","2020. 04. 12","102",
"80세 이상","누적","2020. 04. 13","103",
"80세 이상","누적","2020. 04. 14","106",
"80세 이상","누적","2020. 04. 15","106",
"80세 이상","누적","2020. 04. 16","110",
"80세 이상","누적","2020. 04. 17","111",
"80세 이상","누적","2020. 04. 18","112",
"80세 이상","누적","2020. 04. 19","112",
"80세 이상","누적","2020. 04. 20","113",
"80세 이상","누적","2020. 04. 21","113",
"80세 이상","누적","2020. 04. 22","113",
"80세 이상","누적","2020. 04. 23","114",
"80세 이상","누적","2020. 04. 24","114",
"80세 이상","누적","2020. 04. 25","114",
"80세 이상","누적","2020. 04. 26","115",
"80세 이상","누적","2020. 04. 27","116",
"80세 이상","누적","2020. 04. 28","116",
"80세 이상","누적","2020. 04. 29","118",
"80세 이상","누적","2020. 04. 30","118",
"80세 이상","누적","2020. 05. 01","118",
"80세 이상","누적","2020. 05. 02","120",
"80세 이상","누적","2020. 05. 03","120",
"80세 이상","누적","2020. 05. 04","120",
"80세 이상","누적","2020. 05. 05","122",
"80세 이상","누적","2020. 05. 06","122",
"80세 이상","누적","2020. 05. 07","122",
"80세 이상","누적","2020. 05. 08","122",
"80세 이상","누적","2020. 05. 09","122",
"80세 이상","누적","2020. 05. 10","122",
"80세 이상","누적","2020. 05. 11","122",
"80세 이상","누적","2020. 05. 12","124",
"80세 이상","누적","2020. 05. 13","125",
"80세 이상","누적","2020. 05. 14","125",
"80세 이상","누적","2020. 05. 15","125",
"80세 이상","누적","2020. 05. 16","127",
"80세 이상","누적","2020. 05. 17","127",
"80세 이상","누적","2020. 05. 18","127",
"80세 이상","누적","2020. 05. 19","127",
"80세 이상","누적","2020. 05. 20","127",
"80세 이상","누적","2020. 05. 21","128",
"80세 이상","누적","2020. 05. 23","129",
"80세 이상","누적","2020. 05. 24","129",
"80세 이상","누적","2020. 05. 25","129",
"80세 이상","누적","2020. 05. 26","131",
"80세 이상","누적","2020. 05. 27","131",
"80세 이상","누적","2020. 05. 28","131",
"80세 이상","누적","2020. 05. 29","131",
"80세 이상","누적","2020. 05. 30","131",
"80세 이상","누적","2020. 05. 31","131",
"80세 이상","누적","2020. 06. 02","133",
"80세 이상","누적","2020. 06. 03","133",
"80세 이상","누적","2020. 06. 04","133",
"80세 이상","누적","2020. 06. 05","133",
"80세 이상","누적","2020. 06. 06","133",
"80세 이상","누적","2020. 06. 07","133",
"80세 이상","누적","2020. 06. 08","133",
"80세 이상","누적","2020. 06. 09","134",
"80세 이상","누적","2020. 06. 10","136",
"80세 이상","누적","2020. 06. 11","136",
"80세 이상","누적","2020. 06. 12","136",
"80세 이상","누적","2020. 06. 13","136",
"80세 이상","누적","2020. 06. 14","136",
"80세 이상","누적","2020. 06. 16","137",
"80세 이상","누적","2020. 06. 17","138",
"80세 이상","누적","2020. 06. 18","139",
"80세 이상","누적","2020. 06. 19","139",
"80세 이상","누적","2020. 06. 20","139",
"80세 이상","누적","2020. 06. 21","139",
"80세 이상","누적","2020. 06. 22","139",
"80세 이상","누적","2020. 06. 23","139",
"80세 이상","누적","2020. 06. 24","139",
"80세 이상","누적","2020. 06. 25","139",
"80세 이상","누적","2020. 06. 26","139",
"80세 이상","누적","2020. 06. 27","139",
"80세 이상","누적","2020. 06. 28","139",
"80세 이상","누적","2020. 06. 29","139",
"80세 이상","누적","2020. 06. 30","139",
"80세 이상","누적","2020. 07. 01","139",
"80세 이상","누적","2020. 07. 02","139",
"80세 이상","누적","2020. 07. 03","139",
"80세 이상","누적","2020. 07. 04","140",
"80세 이상","누적","2020. 07. 05","140",
"80세 이상","누적","2020. 07. 06","140",
"80세 이상","누적","2020. 07. 07","141",
"80세 이상","누적","2020. 07. 08","141",
"80세 이상","누적","2020. 07. 09","143",
"80세 이상","누적","2020. 07. 10","144",
"80세 이상","누적","2020. 07. 11","144",
"80세 이상","누적","2020. 07. 12","144",
"80세 이상","누적","2020. 07. 13","144",
"80세 이상","누적","2020. 07. 14","144",
"80세 이상","누적","2020. 07. 15","144",
"80세 이상","누적","2020. 07. 16","144",
"80세 이상","누적","2020. 07. 17","146",
"80세 이상","누적","2020. 07. 18","146",
"80세 이상","누적","2020. 07. 19","147",
